idx,x,y,z,j1,j2,j3,j4,j5,j6,icn,mm,msv,mscore
55,1.23197,4.67609,1.57779,1.57779,4.67609,1.23197,0.0197646,1.23386,3.14263,0.0939087,0.0570017,0.178987,-0
56,4.48825,-1.04374,1.38322,1.38322,-1.04374,4.48825,2.81264,-4.48858,0.0115559,0.0608324,0.0250335,0.107496,-0
57,0.461853,-1.80695,-1.27271,-1.27271,-1.80695,0.461853,-3.19846,0.455419,3.13056,0.0143287,0.00359195,0.0295139,-0
58,0.461828,2.68296,-0.821297,-0.821297,2.68296,0.461828,4.39804,0.453683,3.17065,0.0352017,0.0282613,0.0744769,-0
59,4.48938,0.658219,0.22532,0.22532,0.658219,4.48938,-0.879723,-1.80002,3.14362,0.135072,0.0936492,0.252555,-0
60,-1.22923,1.59526,1.18693,1.18693,1.59526,-1.22923,3.50153,-1.21984,3.14572,0.0917943,0.0622391,0.177431,-0
61,3.20936,-3.60604,-0.78656,-0.78656,-3.60604,3.20936,-1.99646,3.2025,3.04437,0.0014919,3.40851e-05,0.00302294,-0
62,-2.25767,4.08266,-1.21524,-1.21524,4.08266,-2.25767,0.281491,-4.01832,0.0122274,0.0921484,0.0430603,0.179119,-0
63,-0.466076,-2.19825,-1.21864,-1.21864,-2.19825,-0.466076,0.284319,0.472163,6.27144,0.0363567,0.018025,0.0756984,-0
64,-1.04777,-0.467226,0.348919,0.348919,-0.467226,-1.04777,-3.02235,1.04298,6.2729,0.0676521,0.0378172,0.127893,-0
65,1.04732,3.6061,-0.343437,-0.343437,3.6061,1.04732,-0.121229,-1.04823,0.00658927,0.0680716,0.0381545,0.128595,-0
66
67
68
69
idx,x,y,z,j1,j2,j3,j4,j5,j6,icn,mm,msv,mscore
70
71
72
73
74
